Main ID,Incident ID,Incident Type,,Region of Incident,Incident year,Reported Month,Number of Dead,Minimum Estimated Number of Missing,Total Number of Dead and Missing,Number of Survivors,Number of Females,Number of Males,Number of Children,Region of Origin,Cause of Death,Location of death,Information Source,Coordinates,Longitude ,Latitude ,UNSD Geographical Grouping,Article title,Source Quality,URL
2016.MMP007305,2016.MMP007305,Incident,,North America,2016,August,1,,1,,1,,,Central America,"Harsh environmental conditions / lack of adequate shelter, food, water","US Highway 83 near La Grulla, Starr County, Texas",Brownsville Herald,POINT (-99.0262463 26.5101629),-99.0262463,26.5101629,Northern America,Reporters find body of migrant woman,1,http://bit.ly/2aR8A20
2016.MMP007307,2016.MMP007307,Incident,,North America,2016,August,1,,1,,1,,,Central America,"Harsh environmental conditions / lack of adequate shelter, food, water","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-112.40978 32.1278),-112.40978,32.1278,Northern America,,5,
2016.MMP007308,2016.MMP007308,Incident,,North America,2016,August,1,,1,,,1,,Central America,"Harsh environmental conditions / lack of adequate shelter, food, water","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-112.9993 31.97766),-112.9993,31.97766,Northern America,,5,
2016.MMP007313,2016.MMP007313,Incident,,Central America,2016,August,1,,1,,,1,,Caribbean,"Harsh environmental conditions / lack of adequate shelter, food, water","""desert of Mexico""",El Pulmondelademocracia,POINT (-103.1723435 24.0227185),-103.1723435,24.0227185,Central America,"Joven francomacorisano muere tratando de cumplir ""El Sueño Americano""",1,http://bit.ly/2aXnohf
2016.MMP007314,2016.MMP007314,Incident,,North America,2016,August,1,,1,,,1,,Latin America / Caribbean (P),"Harsh environmental conditions / lack of adequate shelter, food, water","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-111.03825 31.82416),-111.03825,31.82416,Northern America,,5,
2016.MMP007315,2016.MMP007315,Incident,,North America,2016,August,1,,1,,,1,,Central America,"Harsh environmental conditions / lack of adequate shelter, food, water","Desert near Nogales, Santa Cruz County, Arizona, US",Portal de Noticias Altavoz,POINT (-110.9681395 31.3643087),-110.9681395,31.3643087,Northern America,Muere un sinaloense al intentar cruzar el desierto en busca del Sueño Americano,1,http://bit.ly/2bwn7yK
2016.MMP007316,2016.MMP007316,Incident,,North America,2016,August,1,,1,,,1,,Central America,Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-111.99385 31.702133),-111.99385,31.702133,Northern America,,5,
2016.MMP007317,2016.MMP007317,Incident,,North America,2016,August,1,,1,,,1,,Latin America / Caribbean (P),Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-110.886417 31.970833),-110.886417,31.970833,Northern America,,5,
2016.MMP007318,2016.MMP007318,Incident,,North America,2016,August,1,,1,,,1,,Latin America / Caribbean (P),Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-111.381833 32.300783),-111.381833,32.300783,Northern America,,5,
2016.MMP007319,2016.MMP007319,Incident,,North America,2016,August,1,,1,,,1,,Central America,"Harsh environmental conditions / lack of adequate shelter, food, water","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-111.841117 31.811967),-111.841117,31.811967,Northern America,,5,
2016.MMP007320,2016.MMP007320,Incident,,North America,2016,August,1,,1,,,1,,Central America,Drowning,"Rio Grande near El 5 ranch, Maverick County, Texas",Radio Zocalo,POINT (-100.5282163 28.6376735),-100.5282163,28.6376735,Northern America,Ahogado en el río Bravo traía visa,1,http://bit.ly/2bfWtZM
2016.MMP007323,2016.MMP007323,Incident,,Central America,2016,August,1,,1,,,,,Latin America / Caribbean (P),Drowning,"Rio Grande, near Reynosa, Tamaulipas, Mexico",Reynosa Codigo Rojo via Facebook,POINT (-99.4332699 24.215586),-99.4332699,24.215586,Central America,,1,http://bit.ly/2aUxm0f
2016.MMP007324,2016.MMP007324,Incident,,North America,2016,August,1,,1,,,1,,Central America,"Harsh environmental conditions / lack of adequate shelter, food, water","Desert near Del Rio, Val Verde County, Texas",Canal Antigua,POINT (-101.5026165 29.7898371),-101.5026165,29.7898371,Northern America,Guatemalteco muere en el desierto tras ser abandonado por “coyote”,1,http://bit.ly/2aV9eee
2016.MMP007325,2016.MMP007325,Incident,,North America,2016,August,1,,1,,,1,,Central America,Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-111.999917 31.686567),-111.999917,31.686567,Northern America,,5,
2016.MMP007326,2016.MMP007326,Incident,,North America,2016,August,1,,1,,,1,,Latin America / Caribbean (P),Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-111.30885 31.44765),-111.30885,31.44765,Northern America,,5,
2016.MMP007327,2016.MMP007327,Incident,,North America,2016,August,1,,1,,,1,,Latin America / Caribbean (P),Mixed or unknown,"Havana, Hidalgo County, Texas",Desaparecidos y sin reclamar en la frontera via Facebook,POINT (-98.3833477 26.376354),-98.3833477,26.376354,Northern America,,4,http://bit.ly/2jHIQsX
2016.MMP007328,2016.MMP007328,Incident,,North America,2016,August,1,,1,,,1,,Central America,"Harsh environmental conditions / lack of adequate shelter, food, water","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-111.988583 31.710317),-111.988583,31.710317,Northern America,,5,
2016.MMP007330,2016.MMP007330,Incident,,North America,2016,August,1,,1,,,,,Latin America / Caribbean (P),"Harsh environmental conditions / lack of adequate shelter, food, water","Near Mission, Hidalgo County, Texas",Brownsville Herald,POINT (-98.3833477 26.376354),-98.3833477,26.376354,Northern America,2 immigrants found dead in the Valley on hot summer day,1,http://bit.ly/2aLLXr2
2016.MMP007331,2016.MMP007331,Incident,,Central America,2016,August,1,,1,,,1,,Central America,"Harsh environmental conditions / lack of adequate shelter, food, water","Carretera 2, km 118 near Hidalgo, Coahuila, Mexico",Notigram Durango,POINT (-99.8800832 27.7856567),-99.8800832,27.7856567,Central America,Hallan a migrante muerto en la frontera,1,http://bit.ly/2biDfXm
2016.MMP007338,2016.MMP007338,Incident,,Central America,2016,August,1,,1,,,1,,Central America,Drowning,"Río Bravo, 300 meters from “La Cruz del Immigrate”, Matamoros, Tamaulipas, Mexico",Hoy Tamaulipas,POINT (-99.4332699 24.215586),-99.4332699,24.215586,Central America,Muere al intentar cruzar el río Bravo por Matamoros,1,http://bit.ly/2eTRPkZ
2016.MMP007348,2016.MMP007348,Incident,,North America,2016,August,1,,1,,,1,,Central America,"Harsh environmental conditions / lack of adequate shelter, food, water","Desert near Mclean, Gray County, Texas",IOM Honduras,POINT (-100.5998558 35.2325495),-100.5998558,35.2325495,Northern America,“Estoy perdido y temo morir”: Fracasó migrante hondureño,4,http://bit.ly/2aZK6Qg
2016.MMP007366,2016.MMP007366,Incident,,North America,2016,August,1,,1,,,1,,Central America,Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-111.368233 32.328607),-111.368233,32.328607,Northern America,,5,
2016.MMP007368,2016.MMP007368,Incident,,North America,2016,August,1,,1,,,1,,Central America,Drowning,"Rio Grande near Brownsville, Cameron County, Texas",Telemundo,POINT (-97.6906534 26.1490665),-97.6906534,26.1490665,Northern America,Hallan a un hombre ahogado a orillas del Río Bravo,1,http://bit.ly/2bk1uDJ
2016.MMP007370,2016.MMP007370,Incident,,North America,2016,August,1,,1,,,,,Latin America / Caribbean (P),Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-111.926567 31.848783),-111.926567,31.848783,Northern America,,5,
2016.MMP007373,2016.MMP007373,Incident,,North America,2016,August,1,,1,,,,,Central America,Mixed or unknown,"Body recovered on Cage Ranch, Maverick County, Texas, USA",Operation Identification - U. of Texas,POINT (-100.3109028 28.51685009),-100.3109028,28.51685009,Northern America,,5,
2016.MMP007374,2016.MMP007374,Incident,,North America,2016,August,1,,1,,,1,,Latin America / Caribbean (P),Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-112.16171 32.00778),-112.16171,32.00778,Northern America,,5,
2016.MMP007377,2016.MMP007377,Incident,,Central America,2016,August,1,,1,,,1,,Latin America / Caribbean (P),Drowning,"Rio Grande, ejido Balcones at Acuna, Coahuila, Mexico",Radio Zacolo,POINT (-100.94093 29.33281),-100.94093,29.33281,Northern America,Encuentran a ahogado,1,http://bit.ly/2bxMv4W
2016.MMP007379,2016.MMP007379,Incident,,North America,2016,August,1,,1,,,1,,Central America,Drowning,"In a wash north of Tubac, Santa Cruz County, Arizona",Nogales International,POINT (-111.0627679 31.6238017),-111.0627679,31.6238017,Northern America,Border Patrol finds body of 37-year-old Mexican migrant,1,http://bit.ly/2cnSj3r
2016.MMP007380,2016.MMP007380,Incident,,North America,2016,August,1,,1,,,1,,Latin America / Caribbean (P),Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-111.400483 31.827017),-111.400483,31.827017,Northern America,,5,
2016.MMP007381,2016.MMP007381,Incident,,North America,2016,August,1,,1,,,1,,Central America,"Harsh environmental conditions / lack of adequate shelter, food, water","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-110.920977 31.551221),-110.920977,31.551221,Northern America,,5,
2016.MMP007386,2016.MMP007386,Incident,,North America,2016,August,1,,1,,,1,,Central America,Drowning,"Rio Grande south of Eagle Pass, Maverick County, Texas",La Rancherita del Aire,POINT (-100.5282163 28.6376735),-100.5282163,28.6376735,Northern America,Localizan a indocumentado guatemalteco ahogado en el río Bravo,1,http://bit.ly/2cb8XoT
2016.MMP007388,2016.MMP007388,Incident,,North America,2016,August,1,,1,,,1,,Central America,Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-111.938633 31.836283),-111.938633,31.836283,Northern America,,5,
2016.MMP007390,2016.MMP007390,Incident,,Central America,2016,August,6,,6,26,5,1,5,Central America,Vehicle accident / death linked to hazardous transport,"KM 167 of federal highway near Reynosa, Tamaulipas, Mexico",El Pais,POINT (-99.4332699 24.215586),-99.4332699,24.215586,Central America,Cinco menores migrantes muertos y 27 heridos en el noreste de México,1,http://bit.ly/2bAZ83A
2016.MMP007403,2016.MMP007403,Incident,,Central America,2016,September,1,,1,,,1,,Central America,Vehicle accident / death linked to hazardous transport,"Caborca, Sonora, Mexico",Nocitas Anotao,POINT (-112.1767124 30.7222309),-112.1767124,30.7222309,Central America,Hondureño muere atropellado en México,1,http://bit.ly/2csUnsR
2016.MMP007404,2016.MMP007404,Incident,,North America,2016,September,1,,1,,,1,,Central America,Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-112.81815 31.974983),-112.81815,31.974983,Northern America,,5,
2016.MMP007405,2016.MMP007405,Incident,,North America,2016,September,1,,1,,,1,,Latin America / Caribbean (P),Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-111.429183 31.699183),-111.429183,31.699183,Northern America,,5,
2016.MMP007407,2016.MMP007407,Incident,,North America,2016,September,1,,1,,,1,,Central America,Mixed or unknown,"Desert, southern California",KPBS,POINT (-119.6342853 35.2210911),-119.6342853,35.2210911,Northern America,Death At The Border: Threat Of Trump's Wall Intensifies Search For Dying Migrants,1,http://www.kpbs.org/audioclips/32713/
2016.MMP007410,2016.MMP007410,Incident,,North America,2016,September,1,,1,,,,,Latin America / Caribbean (P),Mixed or unknown,"1610 East Paisano Drive, El Paso, El Paso County, Texas",Desaparecidos y sin reclamar en la frontera via Facebook,POINT (-106.3695652 31.7636254),-106.3695652,31.7636254,Northern America,,4,http://bit.ly/2j2raXJ
2016.MMP007411,2016.MMP007411,Incident,,Central America,2016,September,1,,1,,,1,,Latin America / Caribbean (P),Drowning,"Rio Grande, ejido Purisima, at Cuidad Acuña, Coahuila, Mexico",La Rancherita del Aire,POINT (-103.434484 27.1334908),-103.434484,27.1334908,Central America,Recuperan el cuerpo de un hombre muerto en las aguas del río Bravo,1,http://bit.ly/2c3WdLZ
2016.MMP007416,2016.MMP007416,Incident,,North America,2016,September,1,,1,,,1,,Latin America / Caribbean (P),Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-111.884317 32.164517),-111.884317,32.164517,Northern America,,5,
2016.MMP007419,2016.MMP007419,Incident,,North America,2016,September,1,,1,,,1,,Latin America / Caribbean (P),Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-111.24988 32.17448),-111.24988,32.17448,Northern America,,5,
2016.MMP007420,2016.MMP007420,Incident,,North America,2016,September,1,,1,,,1,,Latin America / Caribbean (P),Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-111.821917 31.665533),-111.821917,31.665533,Northern America,,5,
2016.MMP007423,2016.MMP007423,Incident,,Central America,2016,September,1,,1,,,1,,Latin America / Caribbean (P),Drowning,"Rio Grande, at Nuevo Laredo, Tamaulipas, Mexico",Lider Web,POINT (-99.6148525 27.4531416),-99.6148525,27.4531416,Central America,Muere migrante en el río Bravo,1,http://bit.ly/2dd2pGF
2016.MMP007427,2016.MMP007427,Incident,,Central America,2016,September,1,,1,,,1,,Unknown,Drowning,"Rio Grande, at Nuevo Laredo, Tamaulipas, Mexico",Lider Web,POINT (-99.6148525 27.4531416),-99.6148525,27.4531416,Central America,Migrante muere en busca del ‘sueño americano’,1,http://bit.ly/2cxFB0l
2016.MMP007429,2016.MMP007429,Incident,,North America,2016,September,1,,1,,,1,,Latin America / Caribbean (P),Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-111.492361 32.734444),-111.492361,32.734444,Northern America,,5,
2016.MMP007430,2016.MMP007430,Incident,,Central America,2016,September,1,,1,,,1,,Latin America / Caribbean (P),Drowning,"Rio Grande near Km. 90 of Carretera 2 between Guerrero and Hidalgo, Coahuila, Mexico",Radio Zocalo,POINT (-103.434484 27.1334908),-103.434484,27.1334908,Central America,Encuentran a ahogado en el río Bravo,1,http://bit.ly/2d2Bdfu
2016.MMP007431,2016.MMP007431,Incident,,North America,2016,September,1,,1,,,1,,Latin America / Caribbean (P),Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-112.137385 32.530115),-112.137385,32.530115,Northern America,,5,
2016.MMP007432,2016.MMP007432,Incident,,North America,2016,September,1,,1,,,1,,Latin America / Caribbean (P),Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-111.774526 31.665232),-111.774526,31.665232,Northern America,,5,
2016.MMP007434,2016.MMP007434,Incident,,North America,2016,September,1,,1,,,1,,Central America,"Harsh environmental conditions / lack of adequate shelter, food, water","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-111.145517 31.898717),-111.145517,31.898717,Northern America,,5,
2016.MMP007435,2016.MMP007435,Incident,,North America,2016,September,1,,1,,,1,,Latin America / Caribbean (P),Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-112.66553 32.00365),-112.66553,32.00365,Northern America,,5,
2016.MMP007436,2016.MMP007436,Incident,,North America,2016,September,1,,1,,,1,,Latin America / Caribbean (P),Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-112.1196 31.98618),-112.1196,31.98618,Northern America,,5,
2016.MMP007442,2016.MMP007442,Incident,,Central America,2016,September,1,,1,,,1,,Central America,Mixed or unknown,"Between Hidalgo, Coahuila, Mexico and the US border",Elbuscapersonas David Nostas (via Facebook),POINT (-99.8707594 27.7921754),-99.8707594,27.7921754,Central America,,2,https://www.facebook.com/ElBuscaPersonas/posts/1167528716638157:0
2016.MMP007444,2016.MMP007444,Incident,,North America,2016,September,1,,1,,,1,,Latin America / Caribbean (P),Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-109.086389 32.176389),-109.086389,32.176389,Northern America,,5,
2016.MMP007451,2016.MMP007451,Incident,,North America,2016,September,25,,25,,,,,Latin America / Caribbean (P),Mixed or unknown,"Webb County  jurisdiction, Texas",Webb County Office of the Medical Examiner- Dr Corinne Stern,POINT (-99.2525 27.68836),-99.2525,27.68836,Northern America,,5,
2016.MMP007453,2016.MMP007453,Incident,,North America,2016,September,1,,1,,,1,,Latin America / Caribbean (P),Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-112.658867 31.846033),-112.658867,31.846033,Northern America,,5,
2016.MMP007454,2016.MMP007454,Incident,,North America,2016,September,1,,1,,,1,,Latin America / Caribbean (P),Drowning,"Rio Grande, south of Eagle Pass, Maverick County, Texas",La Rancherita del Aire,POINT (-100.510967 28.703061),-100.510967,28.703061,Northern America,Localizaron el cuerpo de un indocumentado en el río Bravo al sur de Eagle Pass,1,http://bit.ly/2dWaOft
2016.MMP007455,2016.MMP007455,Incident,,North America,2016,September,1,,1,,,1,,Latin America / Caribbean (P),Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-111.88878 31.71405),-111.88878,31.71405,Northern America,,5,
2016.MMP007456,2016.MMP007456,Incident,,North America,2016,September,1,,1,,,1,,Latin America / Caribbean (P),Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-111.92515 31.73753),-111.92515,31.73753,Northern America,,5,
2016.MMP007457,2016.MMP007457,Incident,,North America,2016,September,1,,1,,,1,,Latin America / Caribbean (P),Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-112.06646 31.75668),-112.06646,31.75668,Northern America,,5,
2016.MMP007470,2016.MMP007470,Incident,,North America,2016,September,1,,1,,,1,,Central America,Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-111.868567 32.534017),-111.868567,32.534017,Northern America,,5,
2016.MMP007471,2016.MMP007471,Incident,,North America,2016,September,1,,1,,,1,,Latin America / Caribbean (P),Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-111.868567 32.534017),-111.868567,32.534017,Northern America,,5,
2016.MMP007472,2016.MMP007472,Incident,,North America,2016,September,1,,1,,,,,Latin America / Caribbean (P),Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-112.129717 31.844233),-112.129717,31.844233,Northern America,,5,
2016.MMP007478,2016.MMP007478,Incident,,Central America,2016,September,,1,1,,,1,1,Central America,Drowning,"Rio Grande near Km. 90 of Carretera 2 between Guerrero and Hidalgo, Coahuila, Mexico",Radio Zocalo,POINT (-103.434484 27.1334908),-103.434484,27.1334908,Central America,Encuentran a ahogado en el río Bravo,1,http://bit.ly/2d2Bdfu
2016.MMP007479,2016.MMP007479,Incident,,North America,2016,September,1,,1,,,,,Latin America / Caribbean (P),Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-112.97895 32.069017),-112.97895,32.069017,Northern America,,5,
2016.MMP007481,2016.MMP007481,Incident,,Central America,2016,September,1,,1,,,1,,Latin America / Caribbean (P),Drowning,"Rio Grande, near Guerrero, Coahuila, Mexico",Radio Saltillo,POINT (-103.434484 27.1334908),-103.434484,27.1334908,Central America,Hallan migrante sin vida en el Río Bravo,3,http://bit.ly/2dgBJCZ
2016.MMP007484,2016.MMP007484,Incident,,North America,2016,September,1,,1,,1,,,Latin America / Caribbean (P),Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-112.473983 32.78415),-112.473983,32.78415,Northern America,,5,
2016.MMP007494,2016.MMP007494,Incident,,North America,2016,October,1,,1,,,1,,Central America,"Harsh environmental conditions / lack of adequate shelter, food, water","Comanche Ranch, near Eagle Pass, Maverick County, Texas, USA",SuperChannel 12,POINT (-100.4689657 28.74436816),-100.4689657,28.74436816,Northern America,Dos migrantes son hallados muertos,1,http://bit.ly/2xuXwQD
2016.MMP007507,2016.MMP007507,Incident,,North America,2016,October,1,,1,,,1,,Latin America / Caribbean (P),Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-113.106033 32.385),-113.106033,32.385,Northern America,,5,
2016.MMP007512,2016.MMP007512,Incident,,North America,2016,October,1,,1,,,1,,Latin America / Caribbean (P),Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-113.3062 32.269733),-113.3062,32.269733,Northern America,,5,
2016.MMP007513,2016.MMP007513,Incident,,North America,2016,October,1,,1,,,1,,Latin America / Caribbean (P),Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-113.306 32.269733),-113.306,32.269733,Northern America,,5,
2016.MMP007522,2016.MMP007522,Incident,,Central America,2016,October,1,,1,,,1,,Central America,Drowning,"Rio Grande, near the agricultural land (ejido) El Centinela de Piedras Negras, Mexico",La Rancherita del Aire,POINT (-100.5690166 28.6611418),-100.5690166,28.6611418,Central America,Identifican el cuerpo encontrado en el río Bravo cerca del ejido El Centinela,1,http://bit.ly/2efIFn5
2016.MMP007526,2016.MMP007526,Incident,,Central America,2016,October,1,,1,,,1,,Latin America / Caribbean (P),Drowning,"Rio Grande near Cuidad Acuña, Coahuila, Mexico",La Rancherita del Aire,POINT (-103.434484 27.1334908),-103.434484,27.1334908,Central America,Recuperan en Acuña el cuerpo de un hombre ahogado en el río Bravo,1,http://bit.ly/2dXVzEA
2016.MMP007527,2016.MMP007527,Incident,,North America,2016,October,1,,1,,,1,,Latin America / Caribbean (P),Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-112.976266 32.12895),-112.976266,32.12895,Northern America,,5,
2016.MMP007531,2016.MMP007531,Incident,,North America,2016,October,1,,1,,,1,,Latin America / Caribbean (P),Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-111.374733 31.8802),-111.374733,31.8802,Northern America,,5,
2016.MMP007532,2016.MMP007532,Incident,,North America,2016,October,1,,1,,1,,,Latin America / Caribbean (P),Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-111.316683 31.865817),-111.316683,31.865817,Northern America,,5,
2016.MMP007533,2016.MMP007533,Incident,,North America,2016,October,1,,1,,,1,,Latin America / Caribbean (P),Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-111.29951 31.86601),-111.29951,31.86601,Northern America,,5,
2016.MMP007534,2016.MMP007534,Incident,,North America,2016,October,1,,1,,,1,,Latin America / Caribbean (P),Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-111.686283 32.205833),-111.686283,32.205833,Northern America,,5,
2016.MMP007553,2016.MMP007553,Incident,,Central America,2016,October,1,,1,,,1,,Central America,Drowning,"Rio Grande, near Piedras Negras, Mexico",Zocalo Saltillo,POINT (-100.5748614 28.6913529),-100.5748614,28.6913529,Central America,Muere ahogado migrante hondureño en el Río Bravo,1,http://bit.ly/2drYAcr
2016.MMP007554,2016.MMP007554,Incident,,North America,2016,October,1,,1,,1,,,Central America,Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-111.8471 31.62525),-111.8471,31.62525,Northern America,,5,
2016.MMP007555,2016.MMP007555,Incident,,North America,2016,October,1,,1,,,1,,Latin America / Caribbean (P),Mixed or unknown,"Imperial County, California, USA",Desaparecidos y sin reclamar en la frontera via Facebook,POINT (-115.8450245 33.0249505),-115.8450245,33.0249505,Northern America,,4,http://bit.ly/2j2l61p
2016.MMP007585,2016.MMP007585,Incident,,North America,2016,October,1,,1,,,1,,Latin America / Caribbean (P),Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),POINT (-112.9795 32.091833),-112.9795,32.091833,Northern America,,5,
2016.MMP007586,2016.MMP007586,Incident,,Central America,2016,October,1,,1,,,1,,Central America,Drowning,"Río Bravo, Reynosa, Tamaulipas, Mexico",Radio Eco Digital via Facebook ,POINT (-99.4332699 24.215586),-99.4332699,24.215586,Central America,MUERE CENTROAMERICANO EN REYNOSA,1,http://bit.ly/2evKvuV
2016.MMP007588,2016.MMP007588,Incident,,Central America,2016,October,1,,1,,,1,,Central America,Drowning,"Río Bravo, Las Dos Cruces Farm in Presidentes colony, Piedras Negras, Mexico",Hoy Tamaulipas,POINT (-100.5764844 28.6621785),-100.5764844,28.6621785,Central America,IDENTIFICAN CUERPO AHOGADO EN EL RÍO BRAVO EN PIEDRAS NEGRAS,1,http://bit.ly/2evKvuV
